Stock,Position,User_count,Date,Last_updated
BAE Systems,70,11263.0,23/12/2020,2020-12-23 21:40:00
Fastly,71,11206.0,23/12/2020,2020-12-23 21:40:00
Tilray,72,11047.0,23/12/2020,2020-12-23 15:40:00
Exxon Mobil,73,10852.0,23/12/2020,2020-12-23 21:40:00
Walmart,74,10713.0,23/12/2020,2020-12-23 21:40:00
Ocado Group,75,10706.0,23/12/2020,2020-12-23 15:40:00
Workhorse,76,10468.0,23/12/2020,2020-12-23 15:40:00
boohoo,77,10429.0,23/12/2020,2020-12-23 08:40:00
IBM Corporation,78,10265.0,23/12/2020,2020-12-23 21:40:00
Switchback Energy Acquisition,79,10225.0,23/12/2020,2020-12-23 18:40:00
Fiverr International,80,10169.0,23/12/2020,2020-12-23 21:40:00
Powerhouse Energy,81,9742.0,23/12/2020,2020-12-23 21:40:00
Sony,82,9639.0,23/12/2020,2020-12-23 21:40:00
WisdomTree WTI Crude Oil,83,9625.0,23/12/2020,2020-12-23 08:40:00
Delta Air Lines,84,9554.0,23/12/2020,2020-12-23 21:40:00
3M,85,9325.0,23/12/2020,2020-12-23 21:40:00
Etsy,86,9272.0,23/12/2020,2020-12-23 21:40:00
Procter & Gamble,87,9158.0,23/12/2020,2020-12-23 21:40:00
CrowdStrike,88,9143.0,23/12/2020,2020-12-23 21:40:00
iShares Physical Gold,89,9141.0,23/12/2020,2020-12-23 21:40:00
Pinterest,90,9074.0,23/12/2020,2020-12-23 21:40:00
Hyliion Holdings,91,9021.0,23/12/2020,2020-12-23 14:40:00
Vanguard FTSE All-World High Dividend Yield,92,8944.0,23/12/2020,2020-12-23 20:40:00
Legal & General Group,93,8818.0,23/12/2020,2020-12-23 17:40:00
Qualcomm,94,8684.0,23/12/2020,2020-12-23 21:40:00
Greatland Gold,95,8578.0,23/12/2020,2020-12-23 21:40:00
SmileDirectClub,96,8575.0,23/12/2020,2020-12-23 15:40:00
PepsiCo,97,8573.0,23/12/2020,2020-12-23 21:40:00
iShares Electric Vehicles and Driving Technology,98,8545.0,23/12/2020,2020-12-23 20:40:00
J D Wetherspoon,99,8544.0,23/12/2020,2020-12-23 08:40:00
Snap Inc.,100,8363.0,23/12/2020,2020-12-23 14:40:00
Vanguard FTSE Emerging Markets,101,8114.0,23/12/2020,2020-12-23 13:40:00
Sundial Growers,102,8037.0,23/12/2020,2020-12-23 07:40:00
Tesla,1,127391.0,24/12/2020,2020-12-24 15:40:00
Apple,2,88943.0,24/12/2020,2020-12-24 21:40:00
NIO Inc,3,83841.0,24/12/2020,2020-12-24 21:40:00
Amazon,4,81294.0,24/12/2020,2020-12-24 18:40:00
BP PLC,5,53493.0,24/12/2020,2020-12-24 21:40:00
Rolls-Royce Holdings,6,46928.0,24/12/2020,2020-12-24 21:40:00
Microsoft,7,45125.0,24/12/2020,2020-12-24 21:40:00
Netflix,8,43417.0,24/12/2020,2020-12-24 21:40:00
Vanguard S&P 500 ETF,9,41038.0,24/12/2020,2020-12-24 18:40:00
National Grid,10,39470.0,24/12/2020,2020-12-24 18:40:00
Pfizer,11,39386.0,24/12/2020,2020-12-24 14:40:00
easyJet,12,38943.0,24/12/2020,2020-12-24 08:40:00
iShares Global Clean Energy,13,36938.0,24/12/2020,2020-12-24 21:40:00
Lloyds Banking Group,14,36036.0,24/12/2020,2020-12-24 10:40:00
Alibaba,15,34989.0,24/12/2020,2020-12-24 18:40:00
Palantir,16,33907.0,24/12/2020,2020-12-24 18:40:00
Aston Martin,17,33789.0,24/12/2020,2020-12-24 07:40:00
Nvidia,18,33416.0,24/12/2020,2020-12-24 21:40:00
Alphabet Inc. Class A,19,32830.0,24/12/2020,2020-12-24 18:40:00
IAG SA,20,31237.0,24/12/2020,2020-12-24 18:40:00
Facebook,21,30696.0,24/12/2020,2020-12-24 18:40:00
Barclays,22,29987.0,24/12/2020,2020-12-24 09:40:00
Royal Dutch Shell,23,29881.0,24/12/2020,2020-12-24 11:40:00
Advanced Micro Devices,24,29220.0,24/12/2020,2020-12-24 18:40:00
Coca-Cola,25,29038.0,24/12/2020,2020-12-24 21:40:00
Under Armour,26,28249.0,24/12/2020,2020-12-24 13:40:00
AstraZeneca,27,28134.0,24/12/2020,2020-12-24 21:40:00
Square,28,27170.0,24/12/2020,2020-12-24 18:40:00
Cineworld Group,29,26713.0,24/12/2020,2020-12-24 07:40:00
Boeing,30,26579.0,24/12/2020,2020-12-24 18:40:00
Walt Disney,31,26229.0,24/12/2020,2020-12-24 18:40:00
Beyond Meat,32,25758.0,24/12/2020,2020-12-24 21:40:00
Zoom,33,24744.0,24/12/2020,2020-12-24 18:40:00
General Electric,34,24421.0,24/12/2020,2020-12-24 18:40:00
AT&T,35,24026.0,24/12/2020,2020-12-24 18:40:00
Virgin Galactic,36,22747.0,24/12/2020,2020-12-24 21:40:00
GlaxoSmithKline,37,21541.0,24/12/2020,2020-12-24 15:40:00
Airbnb,38,21534.0,24/12/2020,2020-12-24 21:40:00
Nikola Corporation,39,21415.0,24/12/2020,2020-12-24 16:40:00
XPeng,40,21113.0,24/12/2020,2020-12-24 13:40:00
McDonald's,41,20197.0,24/12/2020,2020-12-24 18:40:00
PayPal,42,20121.0,24/12/2020,2020-12-24 18:40:00
Moderna,43,18479.0,24/12/2020,2020-12-24 14:40:00
Bitcoin ETP,44,17874.0,24/12/2020,2020-12-24 21:40:00
Tesco,45,17320.0,24/12/2020,2020-12-24 08:40:00
Uber Technologies,46,16378.0,24/12/2020,2020-12-24 15:40:00
Wirecard,47,16308.0,24/12/2020,2020-12-24 18:40:00
Johnson & Johnson,48,16176.0,24/12/2020,2020-12-24 18:40:00
Premier Oil,49,15727.0,24/12/2020,2020-12-24 11:40:00
HSBC Holdings,50,15391.0,24/12/2020,2020-12-24 21:40:00
Intel,51,15260.0,24/12/2020,2020-12-24 15:40:00
Aurora Cannabis,52,15124.0,24/12/2020,2020-12-24 15:40:00
Shopify,53,14645.0,24/12/2020,2020-12-24 18:40:00
Peloton Interactive,54,14553.0,24/12/2020,2020-12-24 21:40:00
BioNTech,55,14327.0,24/12/2020,2020-12-24 14:40:00
Visa,56,14252.0,24/12/2020,2020-12-24 16:40:00
Nike,57,14013.0,24/12/2020,2020-12-24 18:40:00
American Airlines,58,14001.0,24/12/2020,2020-12-24 15:40:00
Vanguard FTSE 100 GBP,59,13868.0,24/12/2020,2020-12-24 18:40:00
Plug Power,60,13867.0,24/12/2020,2020-12-24 18:40:00
Alpine 4 Technologies,61,13276.0,24/12/2020,2020-12-24 21:40:00
Roku,62,12986.0,24/12/2020,2020-12-24 21:40:00
Realty Income,63,12878.0,24/12/2020,2020-12-24 21:40:00
Fastly,64,12192.0,24/12/2020,2020-12-24 21:40:00
JPMorgan Chase,65,12176.0,24/12/2020,2020-12-24 21:40:00
Salesforce,66,11824.0,24/12/2020,2020-12-24 18:40:00
Vodafone Group,67,11810.0,24/12/2020,2020-12-24 16:40:00
American Battery Metals,68,11554.0,24/12/2020,2020-12-24 15:40:00
Carnival,69,11506.0,24/12/2020,2020-12-24 21:40:00
Unilever,70,11477.0,24/12/2020,2020-12-24 16:40:00
BAE Systems,71,11301.0,24/12/2020,2020-12-24 11:40:00
Fiverr International,72,11243.0,24/12/2020,2020-12-24 21:40:00
Tilray,73,11024.0,24/12/2020,2020-12-24 16:40:00
Walmart,74,10999.0,24/12/2020,2020-12-24 21:40:00
Exxon Mobil,75,10878.0,24/12/2020,2020-12-24 21:40:00
Ocado Group,76,10766.0,24/12/2020,2020-12-24 08:40:00
IBM Corporation,77,10515.0,24/12/2020,2020-12-24 18:40:00
Workhorse,78,10457.0,24/12/2020,2020-12-24 14:40:00
boohoo,79,10323.0,24/12/2020,2020-12-24 08:40:00
Switchback Energy Acquisition,80,10301.0,24/12/2020,2020-12-24 18:40:00
CrowdStrike,81,9949.0,24/12/2020,2020-12-24 21:40:00
Powerhouse Energy,82,9859.0,24/12/2020,2020-12-24 21:40:00
Sony,83,9819.0,24/12/2020,2020-12-24 18:40:00
Delta Air Lines,84,9719.0,24/12/2020,2020-12-24 18:40:00
3M,85,9687.0,24/12/2020,2020-12-24 18:40:00
WisdomTree WTI Crude Oil,86,9599.0,24/12/2020,2020-12-24 21:40:00
Etsy,87,9500.0,24/12/2020,2020-12-24 21:40:00
Procter & Gamble,88,9450.0,24/12/2020,2020-12-24 18:40:00
Pinterest,89,9366.0,24/12/2020,2020-12-24 21:40:00
iShares Physical Gold,90,9152.0,24/12/2020,2020-12-24 10:40:00
Mercado Libre,91,9103.0,24/12/2020,2020-12-24 21:40:00
Hyliion Holdings,92,9025.0,24/12/2020,2020-12-24 21:40:00
Vanguard FTSE All-World High Dividend Yield,93,8962.0,24/12/2020,2020-12-24 08:40:00
PepsiCo,94,8900.0,24/12/2020,2020-12-24 21:40:00
Legal & General Group,95,8885.0,24/12/2020,2020-12-24 11:40:00
Sea Limited,96,8822.0,24/12/2020,2020-12-24 21:40:00
Qualcomm,97,8772.0,24/12/2020,2020-12-24 16:40:00
iShares Electric Vehicles and Driving Technology,98,8725.0,24/12/2020,2020-12-24 16:40:00
Tattooed Chef,99,8643.0,24/12/2020,2020-12-24 18:40:00
Greatland Gold,100,8620.0,24/12/2020,2020-12-24 14:40:00
SmileDirectClub,101,8560.0,24/12/2020,2020-12-24 13:40:00
J D Wetherspoon,102,8506.0,24/12/2020,2020-12-24 07:40:00
Tesla,1,128722.0,28/12/2020,2020-12-28 18:20:00
Apple,2,90713.0,28/12/2020,2020-12-28 18:20:00
NIO Inc,3,86167.0,28/12/2020,2020-12-28 18:20:00
Amazon,4,81941.0,28/12/2020,2020-12-28 15:40:00
BP PLC,5,53493.0,28/12/2020,2020-12-28 18:20:00
Rolls-Royce Holdings,6,46928.0,28/12/2020,2020-12-28 15:40:00
Microsoft,7,45485.0,28/12/2020,2020-12-28 18:20:00
Netflix,8,44218.0,28/12/2020,2020-12-28 15:40:00
Vanguard S&P 500 ETF,9,41038.0,28/12/2020,2020-12-28 18:20:00
National Grid,10,39470.0,28/12/2020,2020-12-28 14:40:00
Pfizer,11,39387.0,28/12/2020,2020-12-28 14:40:00
easyJet,12,38878.0,28/12/2020,2020-12-28 18:20:00
iShares Global Clean Energy,13,36938.0,28/12/2020,2020-12-28 15:40:00
Alibaba,14,36493.0,28/12/2020,2020-12-28 18:20:00
Lloyds Banking Group,15,36008.0,28/12/2020,2020-12-28 14:40:00
Palantir,16,34501.0,28/12/2020,2020-12-28 18:20:00
Nvidia,17,33920.0,28/12/2020,2020-12-28 18:20:00
Aston Martin,18,33740.0,28/12/2020,2020-12-28 14:40:00
Alphabet Inc. Class A,19,33131.0,28/12/2020,2020-12-28 17:40:00
IAG SA,20,31237.0,28/12/2020,2020-12-28 14:40:00
Facebook,21,30859.0,28/12/2020,2020-12-28 14:40:00
Advanced Micro Devices,22,30440.0,28/12/2020,2020-12-28 18:20:00
Barclays,23,29967.0,28/12/2020,2020-12-28 18:20:00
Royal Dutch Shell,24,29880.0,28/12/2020,2020-12-28 18:20:00
Coca-Cola,25,29242.0,28/12/2020,2020-12-28 18:20:00
Square,26,28313.0,28/12/2020,2020-12-28 18:20:00
Under Armour,27,28207.0,28/12/2020,2020-12-28 14:40:00
AstraZeneca,28,28134.0,28/12/2020,2020-12-28 18:20:00
Boeing,29,26732.0,28/12/2020,2020-12-28 18:20:00
Walt Disney,30,26703.0,28/12/2020,2020-12-28 18:20:00
Cineworld Group,31,26650.0,28/12/2020,2020-12-28 16:40:00
Beyond Meat,32,26300.0,28/12/2020,2020-12-28 18:20:00
General Electric,33,25802.0,28/12/2020,2020-12-28 15:40:00
Zoom,34,25292.0,28/12/2020,2020-12-28 18:20:00
AT&T,35,24662.0,28/12/2020,2020-12-28 18:20:00
Virgin Galactic,36,22969.0,28/12/2020,2020-12-28 18:20:00
Airbnb,37,21635.0,28/12/2020,2020-12-28 18:20:00
Nikola Corporation,38,21602.0,28/12/2020,2020-12-28 18:20:00
GlaxoSmithKline,39,21541.0,28/12/2020,2020-12-28 18:20:00
XPeng,40,21154.0,28/12/2020,2020-12-28 18:20:00
PayPal,41,20707.0,28/12/2020,2020-12-28 18:20:00
McDonald's,42,20622.0,28/12/2020,2020-12-28 18:20:00
Bitcoin ETP,43,18874.0,28/12/2020,2020-12-28 16:40:00
Moderna,44,18672.0,28/12/2020,2020-12-28 14:40:00
Tesco,45,17182.0,28/12/2020,2020-12-28 18:20:00
Alpine 4 Technologies,46,17072.0,28/12/2020,2020-12-28 18:20:00
Johnson & Johnson,47,16584.0,28/12/2020,2020-12-28 18:20:00
Uber Technologies,48,16580.0,28/12/2020,2020-12-28 18:20:00
Wirecard,49,16308.0,28/12/2020,2020-12-28 07:40:00
Premier Oil,50,15726.0,28/12/2020,2020-12-28 18:20:00
HSBC Holdings,51,15391.0,28/12/2020,2020-12-28 18:20:00
Intel,52,15334.0,28/12/2020,2020-12-28 15:40:00
Aurora Cannabis,53,15185.0,28/12/2020,2020-12-28 15:40:00
Shopify,54,14973.0,28/12/2020,2020-12-28 17:40:00
Peloton Interactive,55,14624.0,28/12/2020,2020-12-28 14:40:00
Plug Power,56,14564.0,28/12/2020,2020-12-28 18:20:00
Visa,57,14360.0,28/12/2020,2020-12-28 14:40:00
BioNTech,58,14285.0,28/12/2020,2020-12-28 07:40:00
American Airlines,59,14165.0,28/12/2020,2020-12-28 18:20:00
Nike,60,14161.0,28/12/2020,2020-12-28 18:20:00
Roku,61,13997.0,28/12/2020,2020-12-28 18:20:00
Vanguard FTSE 100 GBP,62,13868.0,28/12/2020,2020-12-28 15:40:00
Fastly,63,13275.0,28/12/2020,2020-12-28 18:20:00
American Battery Metals,64,13270.0,28/12/2020,2020-12-28 18:20:00
Realty Income,65,13249.0,28/12/2020,2020-12-28 18:20:00
JPMorgan Chase,66,12715.0,28/12/2020,2020-12-28 18:20:00
Fiverr International,67,12585.0,28/12/2020,2020-12-28 18:20:00
Salesforce,68,12161.0,28/12/2020,2020-12-28 17:40:00
Vodafone Group,69,11810.0,28/12/2020,2020-12-28 18:20:00
Carnival,70,11506.0,28/12/2020,2020-12-28 18:20:00
Unilever,71,11477.0,28/12/2020,2020-12-28 16:40:00
Walmart,72,11347.0,28/12/2020,2020-12-28 18:20:00
BAE Systems,73,11297.0,28/12/2020,2020-12-28 17:40:00
Tilray,74,11023.0,28/12/2020,2020-12-28 07:40:00
Exxon Mobil,75,10951.0,28/12/2020,2020-12-28 18:20:00
IBM Corporation,76,10853.0,28/12/2020,2020-12-28 18:20:00
Ocado Group,77,10743.0,28/12/2020,2020-12-28 17:40:00
CrowdStrike,78,10707.0,28/12/2020,2020-12-28 18:20:00
Switchback Energy Acquisition,79,10550.0,28/12/2020,2020-12-28 18:20:00
Workhorse,80,10511.0,28/12/2020,2020-12-28 16:40:00
boohoo,81,10269.0,28/12/2020,2020-12-28 18:20:00
3M,82,10119.0,28/12/2020,2020-12-28 18:20:00
Sony,83,9980.0,28/12/2020,2020-12-28 18:20:00
Mercado Libre,84,9936.0,28/12/2020,2020-12-28 18:20:00
Delta Air Lines,85,9920.0,28/12/2020,2020-12-28 17:40:00
Powerhouse Energy,86,9859.0,28/12/2020,2020-12-28 16:40:00
Etsy,87,9827.0,28/12/2020,2020-12-28 18:20:00
Procter & Gamble,88,9817.0,28/12/2020,2020-12-28 18:20:00
Sea Limited,89,9678.0,28/12/2020,2020-12-28 18:20:00
Pinterest,90,9668.0,28/12/2020,2020-12-28 18:20:00
WisdomTree WTI Crude Oil,91,9604.0,28/12/2020,2020-12-28 12:40:00
Zillow Group,92,9281.0,28/12/2020,2020-12-28 18:20:00
PepsiCo,93,9207.0,28/12/2020,2020-12-28 18:20:00
iShares Physical Gold,94,9147.0,28/12/2020,2020-12-28 18:20:00
Tattooed Chef,95,9048.0,28/12/2020,2020-12-28 18:20:00
Teladoc,96,9035.0,28/12/2020,2020-12-28 18:20:00
Hyliion Holdings,97,9025.0,28/12/2020,2020-12-28 13:40:00
Vanguard FTSE All-World High Dividend Yield,98,8955.0,28/12/2020,2020-12-28 17:40:00
Qualcomm,99,8919.0,28/12/2020,2020-12-28 18:20:00
Legal & General Group,100,8879.0,28/12/2020,2020-12-28 13:40:00
iShares Electric Vehicles and Driving Technology,101,8725.0,28/12/2020,2020-12-28 07:40:00
Tesla,1,166091.0,11/01/2021,2021-01-11 19:40:00
NIO Inc,2,116404.0,11/01/2021,2021-01-11 21:40:00
Apple,3,106064.0,11/01/2021,2021-01-11 21:40:00
Amazon,4,89577.0,11/01/2021,2021-01-11 21:40:00
BP PLC,5,54317.0,11/01/2021,2021-01-11 21:40:00
iShares Global Clean Energy,6,50299.0,11/01/2021,2021-01-11 20:40:00
Rolls-Royce Holdings,7,48822.0,11/01/2021,2021-01-11 21:40:00
Microsoft,8,48533.0,11/01/2021,2021-01-11 19:40:00
Vanguard S&P 500 ETF,9,47162.0,11/01/2021,2021-01-11 19:40:00
easyJet,10,46503.0,11/01/2021,2021-01-11 19:40:00
Netflix,11,46499.0,11/01/2021,2021-01-11 21:40:00
Alibaba,12,43382.0,11/01/2021,2021-01-11 21:40:00
National Grid,13,39714.0,11/01/2021,2021-01-11 19:40:00
Nvidia,14,39671.0,11/01/2021,2021-01-11 21:40:00
Palantir,15,37645.0,11/01/2021,2021-01-11 21:40:00
Lloyds Banking Group,16,37031.0,11/01/2021,2021-01-11 21:40:00
Pfizer,17,36597.0,11/01/2021,2021-01-11 19:40:00
Alphabet Inc. Class A,18,35974.0,11/01/2021,2021-01-11 21:40:00
Advanced Micro Devices,19,35908.0,11/01/2021,2021-01-11 21:40:00
Aston Martin,20,34393.0,11/01/2021,2021-01-11 21:40:00
Facebook,21,33170.0,11/01/2021,2021-01-11 21:40:00
Coca-Cola,22,33099.0,11/01/2021,2021-01-11 20:40:00
IAG SA,23,33079.0,11/01/2021,2021-01-11 19:40:00
AstraZeneca,24,32364.0,11/01/2021,2021-01-11 19:40:00
Square,25,32266.0,11/01/2021,2021-01-11 21:40:00
Barclays,26,30564.0,11/01/2021,2021-01-11 21:40:00
AT&T,27,30301.0,11/01/2021,2021-01-11 21:40:00
Walt Disney,28,30102.0,11/01/2021,2021-01-11 20:40:00
Royal Dutch Shell,29,29860.0,11/01/2021,2021-01-11 21:40:00
General Electric,30,29616.0,11/01/2021,2021-01-11 21:40:00
Beyond Meat,31,29206.0,11/01/2021,2021-01-11 19:40:00
Under Armour,32,27302.0,11/01/2021,2021-01-11 19:40:00
Boeing,33,27082.0,11/01/2021,2021-01-11 19:40:00
PayPal,34,26237.0,11/01/2021,2021-01-11 20:40:00
Cineworld Group,35,25879.0,11/01/2021,2021-01-11 21:40:00
Zoom,36,25814.0,11/01/2021,2021-01-11 19:40:00
McDonald's,37,24886.0,11/01/2021,2021-01-11 21:40:00
Virgin Galactic,38,24363.0,11/01/2021,2021-01-11 19:40:00
Plug Power,39,22421.0,11/01/2021,2021-01-11 21:40:00
Nikola Corporation,40,22333.0,11/01/2021,2021-01-11 19:40:00
GlaxoSmithKline,41,22058.0,11/01/2021,2021-01-11 21:40:00
XPeng,42,22045.0,11/01/2021,2021-01-11 21:40:00
Airbnb,43,21701.0,11/01/2021,2021-01-11 19:40:00
Wirecard,44,21370.0,11/01/2021,2021-01-11 19:40:00
Johnson & Johnson,45,21082.0,11/01/2021,2021-01-11 21:40:00
Moderna,46,20693.0,11/01/2021,2021-01-11 21:40:00
Shopify,47,20468.0,11/01/2021,2021-01-11 21:40:00
JPMorgan Chase,48,20387.0,11/01/2021,2021-01-11 21:40:00
Fiverr International,49,19519.0,11/01/2021,2021-01-11 21:40:00
Alpine 4 Technologies,50,19424.0,11/01/2021,2021-01-11 19:40:00
Uber Technologies,51,18265.0,11/01/2021,2021-01-11 21:40:00
Tesco,52,18098.0,11/01/2021,2021-01-11 21:40:00
Fastly,53,18032.0,11/01/2021,2021-01-11 21:40:00
BioNano,54,18021.0,11/01/2021,2021-01-11 21:40:00
Realty Income,55,17788.0,11/01/2021,2021-01-11 21:40:00
Bitcoin ETP,56,17355.0,11/01/2021,2021-01-11 20:40:00
Salesforce,57,16582.0,11/01/2021,2021-01-11 21:40:00
Peloton Interactive,58,16142.0,11/01/2021,2021-01-11 19:40:00
Argo Blockchain,59,15774.0,11/01/2021,2021-01-11 21:40:00
Nike,60,15657.0,11/01/2021,2021-01-11 21:40:00
Galaxy Next Generation,61,15597.0,11/01/2021,2021-01-11 21:40:00
Premier Oil,62,15501.0,11/01/2021,2021-01-11 21:40:00
Aurora Cannabis,63,15480.0,11/01/2021,2021-01-11 19:40:00
Roku,64,15434.0,11/01/2021,2021-01-11 21:40:00
Visa,65,15411.0,11/01/2021,2021-01-11 21:40:00
Zomedica,66,15381.0,11/01/2021,2021-01-11 21:40:00
CloudCommerce,67,15275.0,11/01/2021,2021-01-11 21:40:00
Intel,68,15214.0,11/01/2021,2021-01-11 19:40:00
American Battery Metals,69,15198.0,11/01/2021,2021-01-11 19:40:00
HSBC Holdings,70,15052.0,11/01/2021,2021-01-11 21:40:00
Vanguard FTSE 100 GBP,71,15004.0,11/01/2021,2021-01-11 20:40:00
Walmart,72,14977.0,11/01/2021,2021-01-11 21:40:00
American Airlines,73,14976.0,11/01/2021,2021-01-11 19:40:00
3M,74,14938.0,11/01/2021,2021-01-11 21:40:00
Etsy,75,14935.0,11/01/2021,2021-01-11 21:40:00
IBM Corporation,76,14608.0,11/01/2021,2021-01-11 21:40:00
Pinterest,77,14310.0,11/01/2021,2021-01-11 21:40:00
Sony,78,14197.0,11/01/2021,2021-01-11 21:40:00
Teladoc,79,14191.0,11/01/2021,2021-01-11 21:40:00
Procter & Gamble,80,13763.0,11/01/2021,2021-01-11 21:40:00
Lemonade,81,13752.0,11/01/2021,2021-01-11 21:40:00
Delta Air Lines,82,13419.0,11/01/2021,2021-01-11 21:40:00
Mercado Libre,83,13315.0,11/01/2021,2021-01-11 21:40:00
BioNTech,84,13278.0,11/01/2021,2021-01-11 19:40:00
PepsiCo,85,13224.0,11/01/2021,2021-01-11 21:40:00
Tattooed Chef,86,13119.0,11/01/2021,2021-01-11 21:40:00
Cloudflare,87,13116.0,11/01/2021,2021-01-11 21:40:00
Powerhouse Energy,88,12604.0,11/01/2021,2021-01-11 19:40:00
iShares Electric Vehicles and Driving Technology,89,12528.0,11/01/2021,2021-01-11 19:40:00
Sundial Growers,90,12461.0,11/01/2021,2021-01-11 21:40:00
Sea Limited,91,12332.0,11/01/2021,2021-01-11 21:40:00
Unilever,92,12254.0,11/01/2021,2021-01-11 19:40:00
Vodafone Group,93,12113.0,11/01/2021,2021-01-11 19:40:00
Starbucks,94,12082.0,11/01/2021,2021-01-11 21:40:00
Tilray,95,12068.0,11/01/2021,2021-01-11 21:40:00
Switchback Energy Acquisition,96,12026.0,11/01/2021,2021-01-11 21:40:00
FuelCell Energy,97,12025.0,11/01/2021,2021-01-11 21:40:00
Unity Software,98,11731.0,11/01/2021,2021-01-11 21:40:00
Carnival,99,11430.0,11/01/2021,2021-01-11 21:40:00
Tesla,1,168112.0,12/01/2021,2021-01-12 21:40:00
NIO Inc,2,119810.0,12/01/2021,2021-01-12 21:40:00
Apple,3,107235.0,12/01/2021,2021-01-12 21:40:00
Amazon,4,90216.0,12/01/2021,2021-01-12 20:40:00
BP PLC,5,54655.0,12/01/2021,2021-01-12 16:40:00
iShares Global Clean Energy,6,51063.0,12/01/2021,2021-01-12 20:20:00
Rolls-Royce Holdings,7,48970.0,12/01/2021,2021-01-12 11:40:00
Microsoft,8,48736.0,12/01/2021,2021-01-12 21:40:00
easyJet,9,48157.0,12/01/2021,2021-01-12 21:40:00
Vanguard S&P 500 ETF,10,47812.0,12/01/2021,2021-01-12 17:40:00
Netflix,11,47020.0,12/01/2021,2021-01-12 21:40:00
Alibaba,12,43856.0,12/01/2021,2021-01-12 21:40:00
Nvidia,13,40402.0,12/01/2021,2021-01-12 21:40:00
National Grid,14,39794.0,12/01/2021,2021-01-12 14:40:00
Palantir,15,37826.0,12/01/2021,2021-01-12 14:40:00
Lloyds Banking Group,16,37069.0,12/01/2021,2021-01-12 10:40:00
Advanced Micro Devices,17,36652.0,12/01/2021,2021-01-12 21:40:00
Pfizer,18,36600.0,12/01/2021,2021-01-12 14:40:00
Alphabet Inc. Class A,19,36148.0,12/01/2021,2021-01-12 21:40:00
Aston Martin,20,34423.0,12/01/2021,2021-01-12 08:40:00
Facebook,21,33531.0,12/01/2021,2021-01-12 21:40:00
Coca-Cola,22,33300.0,12/01/2021,2021-01-12 20:20:00
IAG SA,23,33139.0,12/01/2021,2021-01-12 08:40:00
Square,24,32624.0,12/01/2021,2021-01-12 21:40:00
AstraZeneca,25,32572.0,12/01/2021,2021-01-12 13:40:00
AT&T,26,30824.0,12/01/2021,2021-01-12 21:40:00
Barclays,27,30742.0,12/01/2021,2021-01-12 13:40:00
Walt Disney,28,30401.0,12/01/2021,2021-01-12 21:40:00
Royal Dutch Shell,29,29983.0,12/01/2021,2021-01-12 13:40:00
General Electric,30,29616.0,12/01/2021,2021-01-12 08:40:00
Beyond Meat,31,29281.0,12/01/2021,2021-01-12 21:40:00
Under Armour,32,27296.0,12/01/2021,2021-01-12 08:40:00
Boeing,33,27098.0,12/01/2021,2021-01-12 20:20:00
PayPal,34,26576.0,12/01/2021,2021-01-12 21:40:00
Cineworld Group,35,25929.0,12/01/2021,2021-01-12 09:40:00
Zoom,36,25802.0,12/01/2021,2021-01-12 08:40:00
McDonald's,37,25381.0,12/01/2021,2021-01-12 20:40:00
Virgin Galactic,38,24403.0,12/01/2021,2021-01-12 14:40:00
Plug Power,39,24360.0,12/01/2021,2021-01-12 21:40:00
Nikola Corporation,40,22410.0,12/01/2021,2021-01-12 14:40:00
GlaxoSmithKline,41,22189.0,12/01/2021,2021-01-12 21:40:00
XPeng,42,22133.0,12/01/2021,2021-01-12 14:40:00
Airbnb,43,21698.0,12/01/2021,2021-01-12 13:40:00
Wirecard,44,21681.0,12/01/2021,2021-01-12 12:40:00
Johnson & Johnson,45,21552.0,12/01/2021,2021-01-12 21:40:00
JPMorgan Chase,46,21261.0,12/01/2021,2021-01-12 21:40:00
Shopify,47,21028.0,12/01/2021,2021-01-12 21:40:00
Moderna,48,20865.0,12/01/2021,2021-01-12 14:40:00
Fiverr International,49,20292.0,12/01/2021,2021-01-12 21:40:00
Alpine 4 Technologies,50,19455.0,12/01/2021,2021-01-12 14:40:00
Uber Technologies,51,18697.0,12/01/2021,2021-01-12 21:40:00
Zomedica,52,18577.0,12/01/2021,2021-01-12 21:40:00
Fastly,53,18543.0,12/01/2021,2021-01-12 21:40:00
Realty Income,54,18401.0,12/01/2021,2021-01-12 20:40:00
Tesco,55,18309.0,12/01/2021,2021-01-12 14:40:00
BioNano,56,18197.0,12/01/2021,2021-01-12 14:40:00
Bitcoin ETP,57,17355.0,12/01/2021,2021-01-12 07:40:00
CloudCommerce,58,17297.0,12/01/2021,2021-01-12 21:40:00
Salesforce,59,17065.0,12/01/2021,2021-01-12 21:40:00
Argo Blockchain,60,16925.0,12/01/2021,2021-01-12 20:20:00
Peloton Interactive,61,16172.0,12/01/2021,2021-01-12 17:40:00
Nike,62,15839.0,12/01/2021,2021-01-12 21:40:00
Galaxy Next Generation,63,15736.0,12/01/2021,2021-01-12 14:40:00
Roku,64,15572.0,12/01/2021,2021-01-12 21:40:00
Aurora Cannabis,65,15561.0,12/01/2021,2021-01-12 18:40:00
Premier Oil,66,15526.0,12/01/2021,2021-01-12 10:40:00
Visa,67,15492.0,12/01/2021,2021-01-12 20:20:00
Walmart,68,15451.0,12/01/2021,2021-01-12 20:40:00
Etsy,69,15427.0,12/01/2021,2021-01-12 21:40:00
3M,70,15406.0,12/01/2021,2021-01-12 21:40:00
